"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"86","GTD","Trent Hindman","14","2:12.439","31:49.731","Green","Pit","5.878","5.676","24.880","15.358","27.516","9.189","18.845","0.547","11.164","2.593","10.793","154.978","66.613"
"7","DPi","Alexander Rossi","12","1:48.230","31:50.126","Green","Track","5.170","4.506","22.275","13.947","24.200","7.887","16.680","0.490","9.323","1.301","2.451","173.006","132.765"
"67","GTLM","Richard Westbrook","14","2:07.409","31:59.805","Green","Pit","5.620","5.350","23.847","14.801","25.902","8.706","18.001","0.524","11.097","3.430","10.131","161.780","50.358"
"33","GTD","Jeroen Bleekemolen","12","6:23.339","32:08.184","Green","Track","260.490","9.772","26.172","15.563","27.575","9.154","18.856","0.551","10.907","1.496","2.803","153.852","115.459"
"25","GTLM","Colton Herta","14","2:00.502","32:09.048","Green","Track","5.748","5.427","24.359","15.276","26.763","9.092","18.319","0.544","10.757","1.467","2.750","155.832","117.742"
"52","LMP2","Anders Fjorback","13","4:22.357","32:18.078","Green","Track","144.045","10.376","24.775","14.938","26.443","8.816","17.982","0.505","10.509","1.387","2.581","167.867","124.533"
"57","GTD","Katherine Legge","12","2:05.327","32:19.929","Green","Track","5.934","6.081","25.866","15.135","27.547","9.323","19.128","0.543","11.442","1.515","2.813","156.119","114.011"
"9","GTD","Lars Kern","14","2:03.165","32:22.196","Green","Track","5.909","5.931","25.305","15.404","27.063","9.195","18.800","0.551","10.737","1.489","2.781","153.852","116.002"
"63","GTD","Jeff Westphal","13","2:03.703","32:26.273","Green","Track","5.913","5.922","25.101","15.413","27.275","9.250","18.840","0.544","11.143","1.504","2.798","155.832","114.845"
"77","DPi","Timo Bernhard","16","1:48.873","32:27.019","Green","Track","5.161","4.739","23.169","13.912","23.904","7.868","16.525","0.482","9.425","1.284","2.404","175.877","134.523"
"66","GTLM","Joey Hand","12","1:57.735","32:28.822","Green","Track","5.705","5.463","23.819","14.765","25.988","8.749","18.067","0.527","10.543","1.429","2.680","160.859","120.873"
"71","GTD","JC Perez","13","2:06.443","32:45.036","Green","Track","5.966","6.119","25.522","15.473","28.212","9.889","19.304","0.553","11.087","1.504","2.814","153.296","114.845"
"96","GTD","Dillon Machavern","13","2:33.330","32:45.808","Green","Track","22.922","10.598","27.769","17.151","28.648","9.812","19.909","0.581","11.575","1.529","2.836","145.908","112.967"
"84","DPi","Stephen Simpson","13","1:51.093","32:47.002","Green","Track","5.395","5.518","22.814","14.053","24.241","8.180","16.919","0.494","9.677","1.323","2.479","171.605","130.557"
"31","DPi","Pipo Derani","14","1:50.839","32:48.736","Green","Track","5.226","4.986","22.951","13.828","24.212","8.177","16.537","0.543","10.615","1.305","2.459","156.119","132.358"
"3","GTLM","Jan Magnussen","2","29:04.857","32:49.745","Green","Pit","0.000","10.805","28.149","16.534","28.764","9.538","18.910","0.553","12.156","3.649","1755.004","153.296","47.336"
"14","GTD","Richard Heistand","13","2:06.192","32:50.647","Green","Track","5.845","5.957","25.700","15.696","27.589","9.480","19.164","0.557","11.879","1.517","2.808","152.195","113.861"
"73","GTD","Patrick Long","14","2:02.140","32:58.431","Green","Track","5.848","5.795","25.145","15.202","26.768","9.134","18.622","0.547","10.817","1.487","2.775","154.978","116.158"
"50","DPi","Will Owen","14","1:51.634","33:05.585","Green","Track","5.310","5.056","22.638","14.141","24.958","8.024","16.799","0.496","10.340","1.353","2.519","170.913","127.662"
"44","GTD","Spencer Pumpelly","13","4:37.457","33:09.465","Green","Pit","23.023","9.453","25.073","15.553","28.440","9.678","19.134","0.552","11.475","2.579","132.497","153.574","66.975"
"54","DPi","Colin Braun","15","1:48.027","33:11.590","Green","Track","5.126","4.740","22.279","13.738","24.268","7.868","16.352","0.490","9.438","1.297","2.431","173.006","133.174"
"8","GTD","Parker Chase","13","2:29.924","33:11.721","Green","Track","22.762","10.430","27.155","16.313","28.253","9.440","19.358","0.554","11.293","1.532","2.834","153.019","112.746"
"24","GTLM","John Edwards","6","22:36.335","33:17.316","Green","Track","1237.580","9.121","25.176","15.283","26.842","8.876","18.079","0.530","10.695","1.446","2.707","159.949","119.452"
"5","DPi","Brendon Hartley","17","1:49.381","33:20.497","Green","Track","5.192","4.692","23.097","14.040","24.055","7.968","16.609","0.491","9.483","1.301","2.453","172.653","132.765"
"55","DPi","Harry Tincknell","10","1:48.930","33:22.484","Green","Track","5.160","4.740","22.037","14.785","24.142","7.972","16.391","0.485","9.473","1.304","2.441","174.789","132.460"
"85","DPi","Tristan Vautier","13","7:37.837","33:25.038","Green","Track","342.351","9.274","25.438","14.924","24.385","8.093","18.386","0.618","10.597","1.307","2.464","137.173","132.156"
"10","DPi","Matthieu Vaxiviere","16","1:59.274","33:25.604","Green","Pit","5.225","4.714","22.445","13.865","24.265","8.029","16.602","0.489","10.619","2.954","10.067","173.359","58.472"
"12","GTD","Aaron Telitz","14","2:05.992","33:32.647","Green","Track","5.865","6.053","26.063","16.167","27.570","9.244","19.270","0.545","10.905","1.507","2.803","155.546","114.617"
"48","GTD","Bryan Sellers","12","7:46.905","33:32.829","Green","Pit","5.958","5.990","25.205","15.319","28.853","10.286","20.175","0.543","11.900","3.565","339.111","156.119","48.451"
