"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"912","GTLM","Earl Bamber","248","1:58.927","9:09:54.694","Green","Track","5.674","5.540","24.119","14.966","26.163","8.984","18.358","0.537","10.458","1.434","2.694","157.864","120.451"
"24","GTLM","Philipp Eng","249","2:01.244","9:09:59.074","Green","Track","5.670","5.576","24.257","15.471","26.790","9.382","18.543","0.563","10.889","1.427","2.676","150.573","121.042"
"63","GTD","Toni Vilander","242","2:03.608","9:10:00.153","Green","Track","5.786","5.693","24.983","15.353","27.071","9.332","18.931","0.551","11.621","1.497","2.790","153.852","115.382"
"44","GTD","Spencer Pumpelly","242","2:02.127","9:10:00.746","Green","Track","5.831","5.687","24.890","15.185","26.859","9.264","18.857","0.547","10.747","1.485","2.775","154.978","116.315"
"31","DPi","Felipe Nasr","264","1:49.050","9:10:09.352","Green","Track","5.253","4.807","22.463","13.844","24.104","8.182","16.728","0.499","9.397","1.307","2.466","169.885","132.156"
"11","GTD","Rik Breukers","242","2:03.027","9:10:17.485","Green","Track","5.853","5.878","25.103","15.285","27.239","9.140","18.838","0.546","10.859","1.494","2.792","155.261","115.614"
"57","GTD","Katherine Legge","242","2:02.762","9:10:23.174","Green","Track","5.844","5.821","24.929","15.192","27.139","9.147","19.138","0.548","10.700","1.504","2.800","154.695","114.845"
"9","GTD","Lars Kern","242","2:04.368","9:10:28.750","Green","Track","5.995","5.827","25.038","15.632","27.618","9.343","19.066","0.558","10.954","1.511","2.826","151.922","114.313"
"911","GTLM","Frederic Makowiecki","249","1:59.166","9:10:29.527","Green","Track","5.662","5.614","24.421","14.943","26.200","8.882","18.318","0.537","10.451","1.437","2.701","157.864","120.200"
"6","DPi","Juan Pablo Montoya","255","2:01.862","9:10:32.469","Green","Pit","5.196","5.167","22.930","14.228","25.125","8.263","17.288","0.494","10.247","2.807","10.117","171.605","61.534"
"71","GTD","Maximilian Buhk","239","2:03.640","9:10:32.657","Green","Track","5.914","5.843","25.344","15.645","27.290","9.203","18.886","0.552","10.678","1.489","2.796","153.574","116.002"
"8","GTD","Parker Chase","240","2:04.094","9:10:37.517","Green","Track","5.937","5.788","25.260","15.592","27.407","9.160","19.051","0.553","0.000","0.000","2.848","153.296","0.000"
"54","DPi","Colin Braun","263","1:49.828","9:10:37.623","Green","Track","5.131","4.989","22.824","13.925","24.093","8.061","16.866","0.486","9.689","1.317","2.447","174.429","131.152"
"52","LMP2","Gabriel Aubry","228","1:54.140","9:10:48.249","Green","Track","5.566","5.776","23.474","14.461","24.980","8.298","17.333","0.508","9.836","1.359","2.549","166.875","127.099"
"84","DPi","Stephen Simpson","263","1:51.440","9:10:48.856","Green","Track","5.299","5.230","23.089","14.237","24.472","8.244","17.067","0.497","9.479","1.334","2.492","170.569","129.481"
"55","DPi","Jonathan Bomarito","262","1:51.983","9:10:49.607","Green","Track","5.307","5.446","24.251","13.972","24.358","7.991","16.643","0.490","9.765","1.314","2.446","173.006","131.452"
"77","DPi","Timo Bernhard","148","1:50.897","9:10:51.647","Green","Track","5.102","5.061","22.997","14.192","25.046","8.071","16.638","0.490","9.545","1.317","2.438","173.006","131.152"
"25","GTLM","Colton Herta","249","2:01.157","9:10:57.503","Green","Track","5.722","5.666","25.046","15.212","26.632","8.973","18.503","0.536","10.710","1.448","2.709","158.158","119.287"
"10","DPi","Renger Van Der Zande","264","1:53.013","9:10:58.437","Green","Track","5.248","5.720","23.036","14.198","25.268","8.170","16.997","0.492","10.080","1.326","2.478","172.302","130.262"
"67","GTLM","Richard Westbrook","250","2:00.906","9:10:58.519","Green","Track","5.695","5.703","25.262","15.172","26.285","8.909","18.553","0.527","10.628","1.458","2.714","160.859","118.469"
"4","GTLM","Oliver Gavin","240","1:59.210","9:10:59.510","Green","Track","5.659","5.645","24.267","15.144","26.128","8.841","18.197","0.529","10.632","1.456","2.712","160.251","118.631"
"12","GTD","Frank Montecalvo","241","2:06.058","9:10:59.563","Green","Track","5.887","5.855","25.679","15.869","27.993","9.555","19.044","0.546","11.257","1.534","2.839","155.261","112.599"
"38","LMP2","Andrew Evans","247","2:07.560","9:11:03.328","Green","Track","5.609","6.188","28.000","16.507","28.490","8.912","18.460","0.511","10.848","1.422","2.613","165.896","121.468"
"5","DPi","Brendon Hartley","264","1:51.454","9:11:04.627","Green","Track","5.482","5.472","22.668","13.963","24.469","8.744","16.875","0.496","9.486","1.323","2.476","170.913","130.557"
"7","DPi","Ricky Taylor","263","1:49.909","9:11:06.571","Green","Track","5.191","4.700","22.760","14.220","24.275","8.103","16.850","0.495","9.515","1.324","2.476","171.258","130.459"
"47","GTD","Brandon Gdovic","236","2:05.823","9:11:09.938","Green","Track","5.999","6.214","25.558","15.565","27.572","9.569","19.084","0.543","11.384","1.524","2.811","156.119","113.338"
"73","GTD","Patrick Lindsey","242","2:04.460","9:11:16.427","Green","Track","5.899","5.858","25.491","15.579","27.381","9.307","19.041","0.556","11.032","1.506","2.810","152.469","114.693"
"3","GTLM","Antonio Garcia","250","1:58.598","9:11:25.830","Green","Track","5.675","5.466","24.161","14.855","26.310","8.915","18.185","0.533","10.352","1.444","2.702","159.048","119.617"
"66","GTLM","Sebastien Bourdais","250","1:58.340","9:11:32.358","Green","Track","5.719","5.537","23.987","14.856","26.193","8.789","18.160","0.531","10.408","1.449","2.711","159.647","119.204"
"85","DPi","Juan Piedrahita","262","1:53.041","9:11:37.222","Green","Track","5.344","5.348","23.123","14.441","24.915","8.344","17.118","0.500","9.993","1.370","2.545","169.545","126.078"
"86","GTD","Trent Hindman","243","2:02.854","9:11:37.586","Green","Track","5.806","5.819","25.032","15.398","27.207","9.132","18.798","0.547","10.814","1.503","2.798","154.978","114.922"
"33","GTD","Felipe Fraga","243","2:03.014","9:11:43.436","Green","Track","5.850","5.799","25.058","15.320","27.306","9.249","18.895","0.552","10.697","1.491","2.797","153.574","115.847"
"14","GTD","Philipp Frommenwiler","213","2:04.314","9:11:48.026","Green","Track","5.832","5.969","25.299","15.493","27.346","9.338","19.208","0.545","11.022","1.489","2.773","155.546","116.002"
"29","GTD","Ricky Feller","242","2:02.745","9:11:49.578","Green","Track","5.850","5.874","25.036","15.343","27.121","9.135","18.724","0.542","0.000","0.000","2.788","156.407","0.000"
"912","GTLM","Earl Bamber","249","1:58.480","9:11:53.174","Green","Track","5.688","5.444","23.995","14.896","26.122","8.852","18.301","0.535","10.493","1.448","2.706","158.454","119.287"
"24","GTLM","Philipp Eng","250","2:00.420","9:11:59.494","Green","Track","5.682","5.663","24.399","15.226","26.621","9.129","18.235","0.554","10.806","1.428","2.677","153.019","120.957"
"31","DPi","Felipe Nasr","265","1:50.533","9:11:59.885","Green","Track","5.232","4.705","22.247","13.869","24.432","8.793","17.498","0.496","9.468","1.319","2.474","170.913","130.953"
"63","GTD","Toni Vilander","243","2:02.642","9:12:02.795","Green","Track","5.809","5.754","24.873","15.429","27.057","9.272","18.896","0.545","10.707","1.505","2.795","155.546","114.769"
"44","GTD","Spencer Pumpelly","243","2:02.467","9:12:03.213","Green","Track","5.782","5.716","24.872","15.289","27.181","9.444","18.712","0.542","10.651","1.494","2.784","156.407","115.614"
"96","GTD","Robby Foley","241","3:00.612","9:12:13.049","Green","Pit","5.804","5.973","25.581","15.673","27.849","9.476","18.974","0.540","11.698","3.065","55.979","156.987","56.355"
"11","GTD","Rik Breukers","243","2:02.248","9:12:19.733","Green","Track","5.847","5.814","24.888","15.226","26.914","9.141","18.803","0.546","10.802","1.488","2.779","155.261","116.080"
"57","GTD","Katherine Legge","243","2:02.726","9:12:25.900","Green","Track","5.839","5.814","24.884","15.249","27.116","9.304","19.059","0.547","10.648","1.487","2.779","154.978","116.158"
"911","GTLM","Frederic Makowiecki","250","1:58.951","9:12:28.478","Green","Track","5.659","5.642","24.332","15.058","26.105","8.929","18.134","0.535","10.413","1.442","2.702","158.454","119.783"
"54","DPi","Colin Braun","264","1:51.446","9:12:29.069","Green","Track","5.141","4.955","22.766","14.282","24.644","8.487","16.969","0.489","9.949","1.317","2.447","173.359","131.152"
"9","GTD","Lars Kern","243","2:04.564","9:12:33.314","Green","Track","5.977","5.853","25.526","15.601","27.347","9.445","18.955","0.557","10.961","1.513","2.829","152.195","114.162"
"71","GTD","Maximilian Buhk","240","2:03.652","9:12:36.309","Green","Track","5.950","5.876","25.375","15.380","27.113","9.213","19.084","0.555","10.829","1.487","2.790","152.744","116.158"
"55","DPi","Jonathan Bomarito","263","1:51.889","9:12:41.496","Green","Track","5.171","5.069","22.536","14.111","25.216","8.372","16.835","0.496","10.239","1.349","2.495","170.913","128.041"
"52","LMP2","Gabriel Aubry","229","1:53.410","9:12:41.659","Green","Track","5.342","4.875","23.153","14.363","25.080","8.301","17.235","0.505","10.539","1.413","2.604","167.867","122.242"
