"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"43","LB Cup","Ashton Harrison","19","1:53.665","40:21.458","Green","Track","3.251","9.315","12.959","3.864","0.495","15.973","23.862","14.835","19.246","6.414","3.451","165.978"
"3","LB Cup","Randy Sellari","19","1:55.081","40:22.173","Green","Track","3.294","9.757","12.996","3.896","0.505","15.748","23.834","15.032","20.038","6.482","3.499","162.691"
"88","LB Cup","Jeffrey Cheng","18","1:55.588","40:27.932","Green","Track","3.441","9.862","13.207","3.946","0.524","15.942","24.047","15.069","19.462","6.554","3.534","156.792"
"24","LB Cup","Ron Atapattu","19","1:55.614","40:31.440","Green","Track","3.294","9.645","13.514","3.948","0.504","16.248","23.911","15.035","19.501","6.537","3.477","163.014"
"36","LB Cup","Matt Dicken","19","1:55.042","40:39.370","Green","Track","3.343","9.546","13.083","3.944","0.505","15.604","24.230","14.983","19.892","6.436","3.476","162.691"
"29","Pro","Richy Antinucci","20","1:46.776","40:44.566","Green","Track","3.202","8.925","12.179","3.771","0.484","14.248","22.142","14.332","18.198","5.938","3.357","169.750"
"27","Pro","Paolo Ruberti","20","1:46.760","40:47.919","Green","Track","3.211","8.949","12.226","3.789","0.487","14.189","22.129","14.456","18.058","5.910","3.356","168.704"
"1","Pro","Andrea Amici","20","1:46.813","40:48.773","Green","Track","3.215","8.921","12.172","3.748","0.481","14.280","22.272","14.330","18.061","5.969","3.364","170.809"
"46","Pro","Conor Daly","20","1:47.039","40:49.459","Green","Track","3.215","9.060","12.173","3.756","0.482","14.331","22.149","14.453","18.015","6.037","3.368","170.455"
"09","ProAm","Jacob Eidson","20","1:48.138","41:05.470","Green","Track","3.254","9.130","12.212","3.797","0.489","14.687","22.433","14.403","18.245","6.091","3.397","168.015"
"6","Am","Steven Aghakhani","20","1:49.484","41:11.612","Green","Track","3.215","9.123","12.520","3.789","0.485","15.080","22.832","14.496","18.421","6.145","3.378","169.400"
"34","Pro","Patrick Liddy","20","1:48.784","41:13.545","Green","Track","3.217","9.170","12.283","3.783","0.487","14.858","22.695","14.486","18.321","6.090","3.394","168.704"
"33","Am","Cameron Cassels","20","1:48.980","41:19.552","Green","Track","3.237","9.092","12.236","3.784","0.487","14.785","22.909","14.493","18.426","6.121","3.410","168.704"
"22","ProAm","Ryan Hardwick","20","1:48.407","41:24.578","Green","Track","3.207","9.178","12.254","3.779","0.485","14.538","22.620","14.388","18.484","6.064","3.410","169.400"
"53","ProAm","Bradley Baker","20","1:51.512","41:40.265","Green","Track","3.290","9.383","12.797","3.865","0.495","15.056","23.067","14.771","18.986","6.336","3.466","165.978"
"08","LB Cup","Mel Johnson","20","1:52.039","41:49.681","Green","Track","3.426","9.573","12.639","3.921","0.503","15.439","23.194","14.758","18.914","6.245","3.427","163.338"
"7","Am","Sheena Monk","20","1:54.294","42:07.071","Green","Track","3.317","9.588","13.148","3.940","0.504","15.605","23.812","14.972","19.404","6.512","3.492","163.014"
"43","LB Cup","Ashton Harrison","20","1:49.743","42:11.201","Green","Track","3.322","9.218","12.596","3.849","0.493","14.793","22.802","14.664","18.364","6.146","3.496","166.651"
"3","LB Cup","Randy Sellari","20","1:55.649","42:17.822","Green","Track","3.298","10.273","13.187","3.940","0.501","16.170","23.951","15.106","19.255","6.471","3.497","163.990"
"69","ProAm","William Hubbell","20","1:59.167","42:20.519","Green","Track","3.503","10.368","13.397","3.950","0.506","17.191","24.567","15.428","20.124","6.636","3.497","162.370"
"88","LB Cup","Jeffrey Cheng","19","1:55.601","42:23.533","Green","Track","3.409","9.690","13.218","3.948","0.511","15.978","24.333","15.102","19.456","6.455","3.501","160.781"
"24","LB Cup","Ron Atapattu","20","1:57.971","42:29.411","Green","Track","3.281","9.557","13.570","3.954","0.502","17.644","24.008","15.492","19.685","6.725","3.553","163.664"
"29","Pro","Richy Antinucci","21","1:47.251","42:31.817","Green","Track","3.198","8.921","12.154","3.750","0.481","14.336","22.588","14.394","18.130","5.955","3.344","170.809"
"27","Pro","Paolo Ruberti","21","1:47.823","42:35.742","Green","Track","3.201","8.937","12.197","3.772","0.485","14.304","22.215","14.456","18.792","6.043","3.421","169.400"
"1","Pro","Andrea Amici","21","1:47.317","42:36.090","Green","Track","3.200","8.999","12.179","3.734","0.478","14.306","22.284","14.423","18.280","6.050","3.384","171.881"
"46","Pro","Conor Daly","21","1:47.479","42:36.938","Green","Track","3.205","8.990","12.133","3.737","0.482","14.432","22.269","14.462","18.321","6.064","3.384","170.455"
"36","LB Cup","Matt Dicken","20","1:59.460","42:38.830","Green","Track","3.368","9.698","13.557","3.990","0.508","16.087","24.979","15.239","21.463","7.016","3.555","161.730"
"09","ProAm","Jacob Eidson","21","1:49.258","42:54.728","Green","Track","3.250","9.199","12.431","3.808","0.489","15.001","22.602","14.589","18.301","6.178","3.410","168.015"
"6","Am","Steven Aghakhani","21","1:49.278","43:00.890","Green","Track","3.211","9.042","12.481","3.777","0.484","15.120","22.785","14.516","18.391","6.094","3.377","169.750"
"34","Pro","Patrick Liddy","21","1:48.747","43:02.292","Green","Track","3.238","9.149","12.227","3.769","0.484","14.811","22.683","14.458","18.444","6.096","3.388","169.750"
"33","Am","Cameron Cassels","21","1:49.158","43:08.710","Green","Track","3.256","9.127","12.243","3.779","0.486","14.804","22.930","14.537","18.449","6.146","3.401","169.052"
