"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP1","SP4"
"44","GTD","John Potter","3","1:31.774","5:06.654","Green","Track","3.323","12.784","0.567","13.609","10.423","9.792","0.578","13.182","10.382","10.284","2.409","4.441","139.490","140.374"
"63","GTD","Cooper MacNeil","3","1:31.953","5:30.502","Green","Track","3.477","12.504","0.569","13.615","10.629","9.800","0.577","13.305","10.334","10.316","2.398","4.429","139.000","140.618"
"96","GTD","Robby Foley","3","1:31.559","5:36.509","Green","Track","3.353","12.461","0.559","13.742","10.492","9.739","0.570","13.529","10.295","10.167","2.331","4.321","141.486","142.344"
"8","GTD","Parker Chase","2","3:32.828","5:42.338","Green","Pit","4.233","13.796","0.610","15.418","11.453","10.247","0.726","16.104","12.659","14.207","8.836","104.539","129.657","111.758"
"48","GTD","Ryan Hardwick","3","1:32.517","5:43.179","Green","Track","3.345","12.488","0.564","13.527","10.465","9.891","0.579","14.027","10.463","10.334","2.405","4.429","140.232","140.132"
"14","GTD","Richard Heistand","3","1:31.222","5:52.503","Green","Track","3.276","12.571","0.569","13.581","10.296","9.878","0.579","13.368","10.255","10.045","2.384","4.420","139.000","140.132"
"76","GTD","Matt Plumb","3","1:33.069","5:58.889","Green","Track","3.441","12.621","0.572","14.095","10.837","9.900","0.588","13.548","10.416","10.252","2.369","4.430","138.271","137.987"
"74","GTD","Gar Robinson V","3","1:34.375","6:02.097","Green","Track","3.297","13.665","0.578","13.953","10.596","9.937","0.585","13.691","10.655","10.554","2.414","4.450","136.835","138.695"
"57","GTD","Christina Nielsen","3","1:32.568","6:09.562","Green","Track","3.320","12.594","0.563","14.140","10.898","9.825","0.574","13.407","10.259","10.208","2.389","4.391","140.481","141.353"
"86","GTD","Trent Hindman","2","1:33.518","6:21.110","Green","Track","3.298","13.503","0.580","14.490","10.693","9.861","0.577","13.371","10.225","10.203","2.353","4.364","136.364","140.618"
"73","GTD","Zacharie Robichon","4","1:30.443","6:26.670","Green","Track","3.317","12.378","0.566","13.502","10.347","9.779","0.578","13.131","10.125","9.983","2.352","4.385","139.737","140.374"
"12","GTD","Frank Montecalvo","4","1:31.057","6:31.643","Green","Track","3.336","12.618","0.569","13.383","10.365","9.846","0.581","13.253","10.221","10.076","2.377","4.432","139.000","139.650"
"44","GTD","John Potter","4","1:31.348","6:38.002","Green","Track","3.287","12.579","0.566","13.500","10.341","9.792","0.579","13.170","10.340","10.313","2.425","4.456","139.737","140.132"
"96","GTD","Robby Foley","4","1:30.610","7:07.119","Green","Track","3.286","12.438","0.557","13.455","10.392","9.682","0.570","13.304","10.242","10.055","2.323","4.306","141.994","142.344"
